 1st    2nd   f1_avg 
 40.00   4.00  57.41 
 40.00   5.00  36.82 
 40.00   6.00  44.28 
 40.00   7.00  49.73 
 40.00   8.00  50.11 
 40.00   9.00  36.88 
 40.00  10.00  20.68 
 40.00  11.00  43.96 
 40.00  12.00  45.12 
 40.00  13.00  41.77 
 40.00  14.00  45.31 
 40.00  15.00  52.39 
 40.00  16.00  44.19 
 40.00  17.00  68.84 
 40.00  18.00  32.67 
 40.00  19.00  37.87 
 40.00  20.00  63.34 
 40.00  21.00  40.49 
 40.00  22.00  67.01 
 40.00  23.00  49.36 
 40.00  24.00  68.35 
 40.00  25.00  44.55 
 40.00  26.00  43.88 
 40.00  27.00  63.08 
 40.00  28.00  66.31 
 40.00  29.00  54.46 
 40.00  30.00  47.19 
 40.00  31.00  70.45 
 40.00  32.00  69.96 
 40.00  33.00  69.39 
 40.00  34.00  57.18 
 40.00  35.00  62.55 
 40.00  36.00  57.04 
 40.00  37.00  61.23 
 40.00  38.00  63.48 
 40.00  39.00  63.96 
 40.00  40.00  59.65 
 40.00  41.00  61.23 
 40.00  42.00  64.97 
 40.00  43.00  60.49 
 40.00  44.00  60.29 
 40.00  45.00  62.08 
 40.00  46.00  61.37 
 40.00  47.00  63.66 
 40.00  48.00  67.04 
 40.00  49.00  67.93 
 40.00  50.00  64.29 
 41.00   0.00  66.14 
 41.00   1.00  18.79 
 41.00   2.00  34.76 
 41.00   3.00  42.90 
 41.00   4.00  42.06 
 41.00   5.00  50.67 
 41.00   6.00  60.86 
 41.00   7.00  69.35 
 41.00   8.00  46.29 
 41.00   9.00  68.07 
 41.00  10.00  58.29 
 41.00  11.00  58.29 
 41.00  12.00  63.88 
 41.00  13.00  40.58 
 41.00  14.00  69.07 
 41.00  15.00  40.93 
 41.00  16.00  54.38 
 41.00  17.00  37.01 
 41.00  18.00  30.95 
 41.00  19.00  48.79 
 41.00  20.00  62.57 
 41.00  21.00  49.21 
 41.00  22.00  36.48 
 41.00  23.00  53.44 
 41.00  24.00  38.77 
 41.00  25.00  40.71 
 41.00  26.00  43.53 
 41.00  27.00  44.47 
 41.00  28.00  70.22 
 41.00  29.00  27.49 
 41.00  30.00  68.30 
 41.00  31.00  66.96 
 41.00  32.00  60.30 
 41.00  33.00  59.36 
 41.00  34.00  63.71 
 41.00  35.00  56.98 
 41.00  36.00  57.35 
 41.00  37.00  63.89 
 41.00  38.00  65.86 
 41.00  39.00  61.60 
 41.00  40.00  64.39 
 41.00  41.00  65.48 
 41.00  42.00  64.31 
 41.00  43.00  65.84 
 41.00  44.00  61.32 
 41.00  45.00  65.26 
 41.00  46.00  60.20 
 41.00  47.00  66.07 
 41.00  48.00  66.16 
 41.00  49.00  65.58 
 41.00  50.00  63.65 
 42.00   0.00  68.97 
 42.00   1.00  14.19 
 42.00   2.00  33.63 
 42.00   3.00  43.28 
 42.00   4.00  38.84 
 42.00   5.00  15.03 
 42.00   6.00  40.21 
 42.00   7.00  40.13 
 42.00   8.00  47.54 
 42.00   9.00  70.50 
 42.00  10.00  45.00 
 42.00  11.00  49.75 
 42.00  12.00  53.88 
 42.00  13.00  54.01 
 42.00  14.00  40.18 
 42.00  15.00  44.34 
 42.00  16.00  40.89 
 42.00  17.00  51.31 
 42.00  18.00  48.30 
 42.00  19.00  68.57 
 42.00  20.00  39.96 
 42.00  21.00  44.36 
 42.00  22.00  57.08 
 42.00  23.00  66.98 
 42.00  24.00  40.76 
 42.00  25.00  70.92 
 42.00  26.00  48.08 
 42.00  27.00  48.19 
 42.00  28.00  70.34 
 42.00  29.00  57.13 
 42.00  30.00  67.44 
 42.00  31.00  61.67 
 42.00  32.00  63.23 
 42.00  33.00  68.54 
 42.00  34.00  62.22 
 42.00  35.00  60.52 
 42.00  36.00  70.29 
 42.00  37.00  63.63 
 42.00  38.00  62.79 
 42.00  39.00  58.95 
 42.00  40.00  65.87 
 42.00  41.00  64.29 
 42.00  42.00  63.09 
 42.00  43.00  62.88 
 42.00  44.00  65.70 
 42.00  45.00  66.66 
 42.00  46.00  64.84 
 42.00  47.00  69.52 
 42.00  48.00  66.44 
 42.00  49.00  56.84 
 42.00  50.00  61.26 
 43.00   0.00  55.46 
 43.00   1.00  17.35 
 43.00   2.00  20.16 
 43.00   3.00  34.70 
 43.00   4.00  31.48 
 43.00   5.00  24.88 
 43.00   6.00  45.19 
 43.00   7.00  34.04 
 43.00   8.00  65.58 
 43.00   9.00  48.42 
 43.00  10.00  66.81 
 43.00  11.00  33.68 
 43.00  12.00  53.14 
 43.00  13.00  37.52 
 43.00  14.00  41.95 
 43.00  15.00  64.80 
 43.00  16.00  67.44 
 43.00  17.00  52.27 
 43.00  18.00  53.72 
 43.00  19.00  45.66 
 43.00  20.00  53.66 
 43.00  21.00  41.90 
 43.00  22.00  54.93 
 43.00  23.00  49.17 
 43.00  24.00  42.21 
 43.00  25.00  39.95 
 43.00  26.00  44.35 
 43.00  27.00  70.53 
 43.00  28.00  64.55 
 43.00  29.00  69.85 
 43.00  30.00  60.96 
 43.00  31.00  62.97 
 43.00  32.00  62.56 
 43.00  33.00  63.14 
 43.00  34.00  64.34 
 43.00  35.00  61.93 
 43.00  36.00  62.90 
 43.00  37.00  68.17 
 43.00  38.00  61.30 
 43.00  39.00  59.19 
 43.00  40.00  64.39 
 43.00  41.00  60.50 
 43.00  42.00  67.79 
 43.00  43.00  67.50 
 43.00  44.00  67.63 
 43.00  45.00  66.58 
 43.00  46.00  65.41 
 43.00  47.00  64.29 
 43.00  48.00  64.18 
 43.00  49.00  64.93 
 43.00  50.00  61.58 
 44.00   0.00  66.63 
 44.00   1.00  19.22 
 44.00   2.00  13.06 
 44.00   3.00   6.87 
 44.00   4.00  44.30 
 44.00   5.00  17.79 
 44.00   6.00  40.36 
 44.00   7.00  65.74 
 44.00   8.00  44.54 
 44.00   9.00  44.66 
 44.00  10.00  53.52 
 44.00  11.00  45.70 
 44.00  12.00  52.65 
 44.00  13.00  41.51 
 44.00  14.00  51.91 
 44.00  15.00  54.78 
 44.00  16.00  70.53 
 44.00  17.00  51.10 
 44.00  18.00  50.61 
 44.00  19.00  50.31 
 44.00  20.00  54.18 
 44.00  21.00  41.69 
 44.00  22.00  69.36 
 44.00  23.00  47.62 
 44.00  24.00  74.06 
 44.00  25.00  45.34 
 44.00  26.00  42.35 
 44.00  27.00  64.23 
 44.00  28.00  59.73 
 44.00  29.00  60.11 
 44.00  30.00  69.99 
 44.00  31.00  59.24 
 44.00  32.00  64.44 
 44.00  33.00  64.69 
 44.00  34.00  63.83 
 44.00  35.00  59.67 
 44.00  36.00  63.44 
 44.00  37.00  68.25 
 44.00  38.00  67.26 
 44.00  39.00  69.13 
 44.00  40.00  64.53 
 44.00  41.00  62.22 
 44.00  42.00  64.13 
 44.00  43.00  67.71 
 44.00  44.00  65.00 
 44.00  45.00  62.47 
 44.00  46.00  59.11 
 44.00  47.00  64.23 
 44.00  48.00  63.92 
 44.00  49.00  70.95 
 44.00  50.00  59.44 
 45.00   0.00  71.12 
 45.00   1.00  18.72 
 45.00   2.00  16.58 
 45.00   3.00  35.18 
 45.00   4.00  18.52 
 45.00   5.00  27.66 
 45.00   6.00  33.83 
 45.00   7.00  44.43 
 45.00   8.00  48.29 
 45.00   9.00  45.35 
 45.00  10.00  37.55 
 45.00  11.00  49.95 
 45.00  12.00  52.28 
 45.00  13.00  71.74 
 45.00  14.00  41.63 
 45.00  15.00  47.55 
 45.00  16.00  51.73 
 45.00  17.00  52.86 
 45.00  18.00  46.88 
 45.00  19.00  47.27 
 45.00  20.00  40.69 
 45.00  21.00  48.21 
 45.00  22.00  35.32 
 45.00  23.00  17.65 
 45.00  24.00  45.28 
 45.00  25.00  73.57 
 45.00  26.00  58.15 
 45.00  27.00  62.78 
 45.00  28.00  63.01 
 45.00  29.00  63.80 
 45.00  30.00  66.90 
 45.00  31.00  65.66 
 45.00  32.00  64.75 
 45.00  33.00  63.22 
 45.00  34.00  71.09 
 45.00  35.00  69.81 
 45.00  36.00  65.68 
 45.00  37.00  66.46 
 45.00  38.00  69.84 
 45.00  39.00  64.79 
 45.00  40.00  67.87 
 45.00  41.00  67.35 
 45.00  42.00  65.53 
 45.00  43.00  59.75 
 45.00  44.00  64.91 
 45.00  45.00  60.24 
 45.00  46.00  64.63 
 45.00  47.00  64.77 
 45.00  48.00  65.56 
 45.00  49.00  63.62 
 45.00  50.00  66.19 
 46.00   0.00  67.35 
 46.00   1.00  20.35 
 46.00   2.00  45.33 
 46.00   3.00  54.07 
 46.00   4.00  55.96 
 46.00   5.00  35.66 
 46.00   6.00  36.67 
 46.00   7.00  54.33 
 46.00   8.00  67.59 
 46.00   9.00  70.87 
 46.00  10.00  31.48 
 46.00  11.00  40.78 
 46.00  12.00  71.41 
 46.00  13.00  72.33 
 46.00  14.00  63.09 
 46.00  15.00  47.83 
 46.00  16.00  71.33 
 46.00  17.00  33.00 
 46.00  18.00  51.87 
 46.00  19.00  14.24 
 46.00  20.00  72.18 
 46.00  21.00  70.97 
 46.00  22.00  41.86 
 46.00  23.00  49.41 
 46.00  24.00  70.52 
 46.00  25.00  65.24 
 46.00  26.00  71.75 
 46.00  27.00  74.00 
 46.00  28.00  65.94 
 46.00  29.00  62.98 
 46.00  30.00  65.17 
 46.00  31.00  55.75 
 46.00  32.00  64.59 
 46.00  33.00  67.22 
 46.00  34.00  61.64 
 46.00  35.00  64.30 
 46.00  36.00  67.62 
 46.00  37.00  71.13 
 46.00  38.00  60.66 
 46.00  39.00  61.07 
 46.00  40.00  60.27 
 46.00  41.00  67.06 
 46.00  42.00  70.84 
 46.00  43.00  63.91 
 46.00  44.00  64.89 
 46.00  45.00  66.76 
 46.00  46.00  67.32 
 46.00  47.00  67.53 
 46.00  48.00  60.75 
 46.00  49.00  62.59 
 46.00  50.00  70.91 
 47.00   0.00  67.24 
 47.00   1.00  20.21 
 47.00   2.00  25.32 
 47.00   3.00  42.67 
 47.00   4.00  36.05 
 47.00   5.00  37.65 
 47.00   6.00  46.54 
 47.00   7.00  66.75 
 47.00   8.00  47.63 
 47.00   9.00  49.65 
 47.00  10.00  38.61 
 47.00  11.00  45.37 
 47.00  12.00  71.98 
 47.00  13.00  40.63 
 47.00  14.00  66.78 
 47.00  15.00  45.58 
 47.00  16.00  65.76 
 47.00  17.00  67.82 
 47.00  18.00  64.42 
 47.00  19.00  55.44 
 47.00  20.00  69.28 
 47.00  21.00  44.40 
 47.00  22.00  48.97 
 47.00  23.00  45.82 
 47.00  24.00  70.87 
 47.00  25.00  37.97 
 47.00  26.00  73.78 
 47.00  27.00  56.97 
 47.00  28.00  71.79 
 47.00  29.00  66.63 
 47.00  30.00  66.30 
 47.00  31.00  67.08 
 47.00  32.00  62.53 
 47.00  33.00  66.02 
 47.00  34.00  70.69 
 47.00  35.00  66.48 
 47.00  36.00  65.84 
 47.00  37.00  61.49 
 47.00  38.00  66.43 
 47.00  39.00  65.45 
 47.00  40.00  69.87 
 47.00  41.00  66.14 
 47.00  42.00  67.90 
 47.00  43.00  61.74 
 47.00  44.00  64.00 
 47.00  45.00  70.07 
 47.00  46.00  64.68 
 47.00  47.00  63.34 
 47.00  48.00  64.65 
 47.00  49.00  62.33 
 47.00  50.00  63.80 
 48.00   0.00  64.37 
 48.00   1.00   6.33 
 48.00   2.00  25.25 
 48.00   3.00  24.40 
 48.00   4.00  42.20 
 48.00   5.00  69.45 
 48.00   6.00  53.55 
 48.00   7.00  52.31 
 48.00   8.00  62.02 
 48.00   9.00  48.14 
 48.00  10.00  33.66 
 48.00  11.00  69.87 
 48.00  12.00  68.46 
 48.00  13.00  70.37 
 48.00  14.00  51.43 
 48.00  15.00  50.08 
 48.00  16.00  50.52 
 48.00  17.00  38.17 
 48.00  18.00  39.49 
 48.00  19.00  44.01 
 48.00  20.00  51.97 
 48.00  21.00  43.15 
 48.00  22.00  71.13 
 48.00  23.00  73.06 
 48.00  24.00  63.75 
 48.00  25.00  48.50 
 48.00  26.00  66.84 
 48.00  27.00  71.15 
 48.00  28.00  70.48 
 48.00  29.00  63.83 
 48.00  30.00  75.80 
 48.00  31.00  59.28 
 48.00  32.00  67.97 
 48.00  33.00  67.35 
 48.00  34.00  66.37 
 48.00  35.00  66.74 
 48.00  36.00  65.03 
 48.00  37.00  70.12 
 48.00  38.00  67.29 
 48.00  39.00  65.12 
 48.00  40.00  72.18 
 48.00  41.00  64.49 
 48.00  42.00  65.81 
 48.00  43.00  60.48 
 48.00  44.00  64.01 
 48.00  45.00  64.69 
 48.00  46.00  64.89 
 48.00  47.00  58.64 
 48.00  48.00  65.50 
 48.00  49.00  60.03 
 48.00  50.00  67.82 
 49.00   0.00  64.03 
 49.00   1.00  18.41 
 49.00   2.00  28.05 
 49.00   3.00  48.58 
 49.00   4.00  40.13 
 49.00   5.00  52.56 
 49.00   6.00  53.63 
 49.00   7.00  39.76 
 49.00   8.00  49.08 
 49.00   9.00  54.66 
 49.00  10.00  69.73 
 49.00  11.00  44.40 
 49.00  12.00  41.64 
 49.00  13.00  69.92 
 49.00  14.00  67.94 
 49.00  15.00  70.29 
 49.00  16.00  58.89 
 49.00  17.00  65.92 
 49.00  18.00  48.49 
 49.00  19.00  39.26 
 49.00  20.00  45.56 
 49.00  21.00  31.96 
 49.00  22.00  69.93 
 49.00  23.00  53.33 
 49.00  24.00  48.30 
 49.00  25.00  69.10 
 49.00  26.00  64.15 
 49.00  27.00  65.25 
 49.00  28.00  63.07 
 49.00  29.00  63.21 
 49.00  30.00  67.95 
 49.00  31.00  63.70 
 49.00  32.00  64.18 
 49.00  33.00  64.95 
 49.00  34.00  60.97 
 49.00  35.00  66.24 
 49.00  36.00  67.08 
 49.00  37.00  64.88 
 49.00  38.00  64.97 
 49.00  39.00  70.38 
 49.00  40.00  59.82 
 49.00  41.00  56.82 
 49.00  42.00  70.55 
 49.00  43.00  64.97 
 49.00  44.00  64.12 
 49.00  45.00  61.56 
 49.00  46.00  59.03 
 49.00  47.00  65.83 
 49.00  48.00  62.98 
 49.00  49.00  67.83 
 49.00  50.00  65.49 
 50.00   0.00  63.65 
 50.00   1.00  18.50 
 50.00   2.00  28.46 
 50.00   3.00  47.32 
 50.00   4.00  57.35 
 50.00   5.00  41.38 
 50.00   6.00  77.89 
 50.00   7.00  72.08 
 50.00   8.00  55.56 
 50.00   9.00  70.03 
 50.00  10.00  50.84 
 50.00  11.00  42.10 
 50.00  12.00  46.50 
 50.00  13.00  37.80 
 50.00  14.00  53.01 
 50.00  15.00  65.53 
 50.00  16.00  46.84 
 50.00  17.00  37.05 
 50.00  18.00  45.08 
 50.00  19.00  40.21 
 50.00  20.00  51.25 
 50.00  21.00  42.13 
 50.00  22.00  51.77 
 50.00  23.00  61.51 
 50.00  24.00  53.40 
 50.00  25.00  69.12 
 50.00  26.00  70.31 
 50.00  27.00  66.60 
 50.00  28.00  72.17 
 50.00  29.00  43.84 
 50.00  30.00  69.60 
 50.00  31.00  71.58 
 50.00  32.00  64.26 
 50.00  33.00  60.27 
 50.00  34.00  64.44 
 50.00  35.00  58.90 
 50.00  36.00  59.76 
 50.00  37.00  62.07 
 50.00  38.00  65.58 
 50.00  39.00  54.14 
 50.00  40.00  68.69 
 50.00  41.00  69.29 
 50.00  42.00  66.88 
 50.00  43.00  65.08 
 50.00  44.00  66.87 
 50.00  45.00  58.86 
 50.00  46.00  63.84 
 50.00  47.00  61.50 
 50.00  48.00  61.69 
 50.00  49.00  65.97 
 50.00  50.00  64.99 
best topology: 12 with average f1 measure: 7.805754e+01
